"pid","hhi_province","hhi_district","hhi_urban","s1q2_age","s1q3_male","s1q4_relhead","hhsize","s1q5_kidsu6","s1q7_kids6t18","s1q6_adults","s1q8_educ","weight","s1q4_OTH1","s1q4_OTH2","s1q8_OTH","s1q9","s1q10","s1q11","s2_K1","s2_K2_1","s2_K2_2","s2_K2_3","s2_K2_4","s2_K2_5","s2_K2_6","s2_K2_7","s2_K2_8","s2_K2_9","s2_K2_10","s2_K3_1","s2_K3_2","s2_K3_3","s2_K3_4","s2_K3_5","s2_K3_6","s2_K3_7","s2_K3_8","s2_K3_9","s2_K3_10","s2_K3_11","s2_K3_12","s2_K3_13","s2_K3_OTH","s2_K4","s2_K5_1","s2_K5_2","s2_K5_3","s2_K5_4","s2_K5_5","s2_K5_6","s2_K5_7","s2_K5_8","s2_K5_9","s2_K5_10","s2_K5_11","s2_K5_12","s2_K5_13","s2_K6","s2_K7_1","s2_K7_2","s2_K7_3","s2_K7_4","s2_K7_5","s2_K7_6","s2_K7_OTH","s3_B1","s3_B2","s3_B3","s3_B4","s3_B5","s3_B6","s4_A1","s4_A2","s4_A3_1","s4_A3_1_1","s4_A3_2","s4_A3_2_2","s4_A3_3","s4_A3_3_3","s4_A3a","s4_A3b_1","s4_A3b_2","s4_A3b_3","s4_A3b_4","s4_A3b_5","s4_A3b_6","s4_A3b_7","s4_A3b_99","s4_A3b_OTH","s4_A3c","s4_A3d_1","s4_A3d_2","s4_A3d_3","s4_A3d_4","s4_A3d_5","s4_A3d_6","s4_A3d_7","s4_A3d_99","s4_A3d_OTH","s4_A3e","s4_A3f_1","s4_A3f_2","s4_A3f_3","s4_A3f_4","s4_A3f_5","s4_A3f_6","s4_A3f_7","s4_A3f_99","s4_A3f_OTH","s4_A4","s4_A5","s4_A6","s4_A6_OTH","AFilter","s4_A7a","s4_A7b","s4_A8_1","s4_A8_2","s4_A8_3","s4_A8_4","s4_A8_5","s4_A8_96","s4_A8_OTH","s4_A9","s4_A10_1","s4_A10_2","s4_A10_3","s4_A10_4","s4_A10_5","s4_A10_6","s4_A10_7","s4_A11","s4_A12","s4_A13","s4_A13_OTH","s5_E1","s5_E2","s5_E3","s5_E3_OTH","s5_E4","s5_E4_OTH","s5_E4a","s5_E4b","s5_E4b_OTH","s5_E4c","s5_E4c_OTH","s5_E5","s5_E5_OTH","s5_E6","s5_E7","s5_E8","s5_E8a","s5_E8a_OTH","s5_E8b","s5_E8c","s5_E9","s5_E10","s5_E11","s5_E12","s5_E12_OTH","s5_E13","s5_E14_1","s5_E14_2","s5_E14_3","s5_E14_4","s5_E14_5","s5_E14_6","s5_E14_7","s5_E14_8","s5_E14_9","s5_E14_10","s5_E14_11","s5_E14_OTH","s5_E15","s5_E16","s5_E17_1","s5_E17_2","s5_E17_3","s5_E17_4","s5_E17_5","s5_E17_6","s5_E17_OTH","s5_E18","s5_E19","s5_E20","s6_IL1_1","s6_IL1_2","s6_IL1_3","s6_IL1_4","s6_IL1_5","s6_IL1_6","s6_IL1_7","s6_IL1_8","s6_IL1_9","s6_IL1_10","s6_IL1_11","s6_IL1_12","s6_IL1_13","s6_IL1_14","s6_IL1_OTH","s6_IL2_1","s6_IL2_2","s6_IL2_3","s6_IL2_4","s6_IL2_5","s6_IL2_6","s6_IL2_7","s6_IL2_8","s6_IL2_9","s6_IL2_10","s6_IL2_11","s6_IL2_12","s6_IL2_13","s8_F1","s8_F2","s8_F3","s8_F4","s8_F5","s8_F6","s8_F7","s8_F8","s8_C1","s8_C2","s9_CC1_1","s9_CC1_2","s9_CC1_3","s9_CC1_4","s9_CC1_5","s9_CC1_6","s9_CC1_7","s9_CC1_8","s9_CC1_9","s9_CC1_10","s9_CC1_OTH","s9_CC2_1_1","s9_CC2_1_2","s9_CC2_1_3","s9_CC2_1_4","s9_CC2_1_5","s9_CC2_1_6","s9_CC2_1_7","s9_CC2_1_8","s9_CC2_1_9","s9_CC2_1_10","s9_CC2_1_11","s9_CC2_1_12","s9_CC2_1_13","s9_CC2_1_14","s9_CC2_1_15","s9_CC2_1_16","s9_CC2_1_17","s9_CC2_1_18","s9_CC2_1_OTH","s9_CC2_2_1","s9_CC2_2_2","s9_CC2_2_3","s9_CC2_2_4","s9_CC2_2_5","s9_CC2_2_6","s9_CC2_2_7","s9_CC2_2_8","s9_CC2_2_9","s9_CC2_2_10","s9_CC2_2_11","s9_CC2_2_12","s9_CC2_2_13","s9_CC2_2_14","s9_CC2_2_15","s9_CC2_2_16","s9_CC2_2_17","s9_CC2_2_18","s9_CC2_2_OTH","s9_CC2_3_1","s9_CC2_3_2","s9_CC2_3_3","s9_CC2_3_4","s9_CC2_3_5","s9_CC2_3_6","s9_CC2_3_7","s9_CC2_3_8","s9_CC2_3_9","s9_CC2_3_10","s9_CC2_3_11","s9_CC2_3_12","s9_CC2_3_13","s9_CC2_3_14","s9_CC2_3_15","s9_CC2_3_16","s9_CC2_3_17","s9_CC2_3_18","s9_CC2_3_OTH","s9_CC2_4_1","s9_CC2_4_2","s9_CC2_4_3","s9_CC2_4_4","s9_CC2_4_5","s9_CC2_4_6","s9_CC2_4_7","s9_CC2_4_8","s9_CC2_4_9","s9_CC2_4_10","s9_CC2_4_11","s9_CC2_4_12","s9_CC2_4_13","s9_CC2_4_14","s9_CC2_4_15","s9_CC2_4_16","s9_CC2_4_17","s9_CC2_4_18","s9_CC2_4_OTH","s9_CC2_5_1","s9_CC2_5_2","s9_CC2_5_3","s9_CC2_5_4","s9_CC2_5_5","s9_CC2_5_6","s9_CC2_5_7","s9_CC2_5_8","s9_CC2_5_9","s9_CC2_5_10","s9_CC2_5_11","s9_CC2_5_12","s9_CC2_5_13","s9_CC2_5_14","s9_CC2_5_15","s9_CC2_5_16","s9_CC2_5_17","s9_CC2_5_18","s9_CC2_5_OTH","s9_CC2_6_1","s9_CC2_6_2","s9_CC2_6_3","s9_CC2_6_4","s9_CC2_6_5","s9_CC2_6_6","s9_CC2_6_7","s9_CC2_6_8","s9_CC2_6_9","s9_CC2_6_10","s9_CC2_6_11","s9_CC2_6_12","s9_CC2_6_13","s9_CC2_6_14","s9_CC2_6_15","s9_CC2_6_16","s9_CC2_6_17","s9_CC2_6_18","s9_CC2_6_OTH","s9_CC2_7_1","s9_CC2_7_2","s9_CC2_7_3","s9_CC2_7_4","s9_CC2_7_5","s9_CC2_7_6","s9_CC2_7_7","s9_CC2_7_8","s9_CC2_7_9","s9_CC2_7_10","s9_CC2_7_11","s9_CC2_7_12","s9_CC2_7_13","s9_CC2_7_14","s9_CC2_7_15","s9_CC2_7_16","s9_CC2_7_17","s9_CC2_7_18","s9_CC2_7_OTH","s9_CC2_8_1","s9_CC2_8_2","s9_CC2_8_3","s9_CC2_8_4","s9_CC2_8_5","s9_CC2_8_6","s9_CC2_8_7","s9_CC2_8_8","s9_CC2_8_9","s9_CC2_8_10","s9_CC2_8_11","s9_CC2_8_12","s9_CC2_8_13","s9_CC2_8_14","s9_CC2_8_15","s9_CC2_8_16","s9_CC2_8_17","s9_CC2_8_18","s9_CC2_8_OTH","s9_CC2_9_1","s9_CC2_9_2","s9_CC2_9_3","s9_CC2_9_4","s9_CC2_9_5","s9_CC2_9_6","s9_CC2_9_7","s9_CC2_9_8","s9_CC2_9_9","s9_CC2_9_10","s9_CC2_9_11","s9_CC2_9_12","s9_CC2_9_13","s9_CC2_9_14","s9_CC2_9_15","s9_CC2_9_16","s9_CC2_9_17","s9_CC2_9_18","s9_CC2_9_OTH","s10q1_101","s10q1_102","s10q1_103","s10q1_104","s10q2_101","s10q2_102","s10q2_103","s10q3_101","s10q3_102","s10q3_103","s10q4_101","s10q4_102","s10q4_103","s10q5","s10q6","IR1","IR3_1","IR3_2","IR3_3","IR3_4","IR3_5","IR3_6","IR3_7","IR3_8","IR4_1","IR4_2","IR4_3","IR5","IR6","IR7","IR8_1","IR8_2","IR9","IR10","IR10_OTH","IR11","IR12","IR13","IR14"
128387,9,42,1,24,1,7,9,3,2,4,8,6283.15169851816,,,,"Choma","Southern",1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,2,1,2,2,2,1,2,2,2,,1,2,2,2,1,1,2,1,2,2,2,2,2,2,1,,,,,,,,1,1,1,1,2,1,2,2,1,"Nshima",1,"Rice",2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,2,,,,,,,,2,,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,2,,1,8,,3,2,2,2,1,2,2,2,2,2,2,2,,2,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,2,,,,,,,,,,,,1,1,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"Opening the grocery",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,,,,,,1,,,,,"17:29:27"
130681,9,44,2,47,2,1,3,0,1,2,7,24657.1518718899,,,,"Monze","Southern",1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,,1,1,1,1,2,2,2,2,1,"Nshima",2,,2,,1,2,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,2,,,,,,,,2,,,,,,,,2,,,,1,,,,,,1,,,,,8,,1,,,,,,,2,,1,8,,3,2,2,2,2,1,2,2,2,2,2,2,,2,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,3,,,,,,,,,,,,2,1,1,1,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,,,,,,1,,,,,"09:24:24"
130492,9,48,2,33,1,3,8,0,4,4,9,14613.4364041923,,,,"Pemba","Southern",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,,1,2,2,1,2,2,2,1,1,2,2,2,1,2,1,,,,,,,,1,1,1,1,1,1,1,2,1,"Nshima",1,"Sweet potatoes",1,"Rice",2,,,,,,,,,,2,,,,,,,,,,1,2,2,2,2,1,1,2,2,,2,,,,1,1,2,,,,,,,,2,,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,1,1,,,,,,,,1,1,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,,,3,,,2,,,,,,,,,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,2,2,,,,,,,,,2,2,1,1,1,1,1,1,1,2,2,2,1,2,1,,,,,,8,,,,,"12:03:55"
130628,9,45,1,31,1,1,4,0,2,2,8,6283.15169851816,,,,"Mazabuka","Southern",1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,"They have put it a mandatory to put on a mask, screen, washing hands",1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,,,,,,,,1,1,1,1,2,1,2,2,1,"Nshima",2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,2,2,2,2,2,1,"The mother who is a teacher",2,,,,,,,,1,1,,,1,,,,,,1,,,,,5,,4,1,,,,1,3,2,,1,1,,1,,,,,,,,,,,,,1,1,,,,,,,,2,,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,,1,4,2,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,1,1,1,1,1,1,2,2,1,1,1,1,,,,,,1,,,,,"16:23:40"
130955,9,42,1,45,2,2,12,5,2,5,3,10601.5191348176,,,,"Choma","Southern",1,1,1,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,"Have not done anything",1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,"I  not sure if really this disease is there so i dont know if the Government is working or not",1,1,2,1,2,1,2,2,1,"Nshima",1,"Sweetpotatoes",2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,1,1,2,,,,,,,,2,,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,2,,1,1,,4,2,2,1,2,2,2,2,2,2,2,2,,1,1,,,,,,,,1,2,,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,4,,,,,,,,,,,,,1,1,2,2,2,2,2,2,4,3,2,2,2,2,2,2,2,2,1,2,"No business, cant sell milk",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,2,2,2,1,,,,,,,,,,2,2,1,2,2,2,2,1,2,2,2,1,1,2,1,,,,,,8,,,,,"11:12:30"
128278,9,45,1,27,1,8,5,1,2,2,7,6283.15169851816,,,,"Siavonga","Siavonga",1,1,1,1,1,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,"Giving hand wash and buckets",2,,,,,,,,,,,,,,2,2,2,2,2,2,1,"Not sure",1,1,2,1,2,1,1,2,1,"Nshima",2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,,,,,,,,,2,,,,,,,,1,1,,,1,,,,,,1,,,,,7,,4,2,2,1,,2,3,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,,,,,,,,1,1,1,1,2,1,2,1,1,1,1,2,2,2,1,2,2,2,2,2,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,2,2,2,2,2,2,1,2,2,1,2,1,,,,,,1,,,,,"12:26:29"
131104,9,42,1,24,1,1,10,1,4,5,7,6283.15169851816,,,,"Choma","Southern",2,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,2,2,1,2,2,2,1,1,2,2,2,2,1,1,,,,,,,,1,1,2,1,2,2,2,1,1,"Nshima",1,"Rice",2,,2,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,2,2,2,2,1,2,,2,,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,2,2,2,2,1,2,2,2,2,2,2,2,2,,,,,,,2,,,,,,,,1,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,2,1,2,2,1,,,,,,1,,,,,"14:30:34"
130996,9,42,1,22,2,3,8,1,2,5,9,10601.5191348176,,,,"Choma","Southern",1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,"Distribution of hand wash",1,2,2,1,1,1,1,1,2,2,2,2,2,2,1,,,,,,,,1,1,1,1,2,1,2,1,1,"Nshima",1,"Rice",2,,3,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,2,2,1,2,1,2,,2,,,,,,,,1,1,,,1,,,,,,1,,,,,1,,3,,,,,,,1,2,1,8,,2,,,,,,,,,,,,,1,1,,,,,,,,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,,1,,3,,,,,,,,,,,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,1,,,,,"11:56:49"
129400,9,41,1,32,2,2,3,1,0,2,9,10601.5191348176,,,,"Lusaka","Lusaka",1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,"Wearing masks, no gatherings of more than 50 people and having a permit for events",1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,"Not helping is not helping those in need",1,1,1,1,2,2,2,2,1,"Nshima",2,,2,,1,2,2,2,2,2,2,1,2,"Budgeting",,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,2,,,,,,,,1,1,,,1,,,,,,1,,,,,10,,4,1,,,,1,1,2,,1,10,,3,2,2,1,2,2,2,2,2,2,2,2,,1,1,,,,,,,,2,,,2,1,1,2,2,2,2,2,2,2,2,2,2,2,,,3,3,,,,,,,,,,,1,1,1,1,1,1,1,2,4,1,1,2,1,2,1,2,2,2,2,2,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,,,,,,1,,,,,"15:58:27"
130767,9,42,1,30,2,8,4,0,1,3,7,10601.5191348176,,,,"Choma","Southern",1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,,1,2,1,1,2,2,1,2,2,2,2,2,1,2,1,,,,,,,,1,1,1,1,1,1,2,2,1,"Nshima",1,"Sweetpotatoe",2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,1,1,2,,,,,,,,2,,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,1,1,2,,,,,,,,,,,,,,,,1,1,,,,,,,,2,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,3,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,2,2,2,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,,,,,,1,,,,,"13:10:10"
129248,9,41,1,30,1,1,5,2,1,2,7,6283.15169851816,,,,"Kazungula","Southern",1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,,1,1,1,1,1,1,1,2,1,"Nshima",2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,2,2,1,1,2,2,,2,,,,,,,,1,1,,,1,,,,,,2,13,"Wasn't employed before 20th",15,"Wasn't working",7,,4,1,,,,1,1,2,,1,8,,3,2,2,1,2,1,2,2,2,2,2,2,,1,1,,,,,,,,2,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,3,,,,,,,,,,,,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,,,,,,1,,,,,"13:34:15"
130717,9,41,1,53,2,1,7,1,0,6,9,10601.5191348176,,,,"Livingston","Southern",1,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,,,,,,,,1,1,1,1,2,1,2,2,1,"Nshima",1,"Sweetpotatoes",2,,1,2,2,2,2,2,1,2,2,,2,,,,,,,,,,,,,,,,,,,,1,1,,,2,,,,,,,,,,2,,,,,,,,1,1,,,2,1,1,,15,"Works at the airport",1,,,,,15,"Airport",5,2,1,1,,1,1,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,,,,2,,,,,,,,,,,1,1,2,1,1,1,1,2,3,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,1,2,1,1,1,1,1,1,1,2,2,2,1,2,1,,,,,,1,,,,,"11:25:04"
131264,9,45,1,30,2,2,4,1,1,2,7,10601.5191348176,,,,"Mazabuka","Southern",1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,,,,,,,,1,1,2,1,1,2,1,2,1,"Nshima",1,"Rice",2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,1,1,2,2,2,2,2,,2,,,,,,,,1,1,,,2,2,,,,,,,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,,,,2,,,,,,,,,,,,2,2,1,2,2,1,2,2,2,2,2,2,2,2,,,,1,,,4,,,,,,,,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,,,,,,1,,,,,"11:59:21"
131077,9,42,1,26,1,1,3,0,0,3,9,6283.15169851816,,,,"Choma","Southern",1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,,,,,,,,1,1,1,1,2,1,2,3,1,"Nshima",1,"Rice",2,,2,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,2,,,,2,,,,,,,,,,2,,,,,,,,1,1,,,1,,,,,,1,,,,,8,,1,,,,,,,1,1,1,8,,1,,,,,,,,,,,,,2,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,1,,,,,,,,,,,,1,1,1,1,1,1,1,2,1,1,2,1,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,1,1,1,1,1,1,1,2,2,2,1,1,,,,,,1,,,,,"13:28:49"
128935,9,45,1,36,1,1,8,3,2,3,6,6283.15169851816,,,,"Mazabuka","Southern",1,1,1,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,"Drums of water in the market, when some is entering the dhop should wash hands",1,2,2,2,1,2,2,1,2,2,2,2,2,2,1,,,,,,,,1,1,1,1,2,1,2,2,1,"Nshima",2,,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,1,2,1,2,2,2,2,,1,1,2,2,2,2,2,2,1,1,,,1,,,,,,1,,,,,8,,1,,,,,,,2,,1,8,,3,2,2,1,2,2,2,2,2,2,2,2,,1,1,,,,,,,,1,2,,2,1,2,2,2,2,2,2,2,2,2,2,2,2,,,3,,,,,,,,,,,,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,,,,,,,,,,2,2,1,2,2,1,2,2,2,2,2,2,1,2,1,,,,,,7,,,,,"11:26:20"
